384,68.51851851851852
464,68.51851851851852
604,32.407407407407405
760,1.8518518518518519
900,37.96296296296296
1036,82.4074074074074
1180,104.62962962962963
1344,124.07407407407408
1488,99.07407407407408
1616,79.62962962962963
1776,71.2962962962963
1928,71.2962962962963
2064,82.4074074074074
2224,90.74074074074075
2364,101.85185185185185
2508,107.4074074074074
2632,93.51851851851852
2808,90.74074074074075
2924,79.62962962962963
3088,62.962962962962955
3232,65.74074074074073
3388,74.07407407407408
3528,90.74074074074075
3672,96.29629629629629
3816,107.4074074074074
3976,107.4074074074074
4108,107.4074074074074
4264,96.29629629629629
4380,74.07407407407408
4564,62.962962962962955
4684,76.85185185185185
4820,87.96296296296296
5000,115.74074074074075
5136,143.5185185185185
5264,143.5185185185185
5416,160.1851851851852
5596,112.96296296296296
5716,104.62962962962963
